url,group,projPageErrors,envPageErrors,localFailed,domReplacement
/tools/design/audio-recorder.html,tool,2,0,0,false
/tools/it/random.html,tool,1,0,0,false
/tools/it/rich-text-editor.html,tool,1,0,0,false
/tools/it/toml-to-json.html,tool,1,0,0,false
/tools/it/yaml-to-json.html,tool,1,0,0,false
/tools/life/number-to-chinese.html,tool,1,0,0,false
